,manufacturer,Device Type,org_price,Weight,Processor Manufacturer,Processor Series,Processor Model,Processor Cache Memory,RAM Memory,Screen Size,Screen Type,RAM Type,Internal Memory Type,Operating System,Graphics Card Manufacturer,Graphics Card Model,Battery Cell Count,store
1972,lenovo,ideapad-300,,2.3,INTEL,Core i7,6500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M330,4.0,meghdad
1973,lenovo,g4070,,2.1,INTEL,Core i5,4210U,3.0,6.0,14.0,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M235,4.0,meghdad
1974,lenovo,ideapad-110,,2.2,INTEL,Core i5,6200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R5 M330,,meghdad
1975,lenovo,ideapad-310-n4200-4gb-1tb-2gb,,2.2,INTEL,Pentium,Pentium-N4200,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M430,2.0,meghdad
1976,lenovo,ideapad-110-n3710-4gb-500gb-intel,,2.2,INTEL,Pentium,Pentium-N3710,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 405,3.0,meghdad
1977,lenovo,ideapad-520,,2.2,INTEL,Core i7,7500U,4.0,16.0,15.6,IPS LCD,DDR4,SATA,Dos,Nvidia,940MX,2.0,meghdad
1978,lenovo,ideapad-320-a9-9420-8gb-1tb-2gb,,2.2,INTEL,Stoney Ridge,A9-9420,1.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R5 M430,2.0,meghdad
1979,lenovo,thinkpad-e470,,1.8,INTEL,Core i5,7200U,3.0,8.0,14.0,TFT LED-backlit LCD,DDR4,SATA,Dos,Nvidia,920MX,,meghdad
1980,lenovo,ideapad-y700,,2.6,INTEL,Core i7,6700HQ,6.0,16.0,15.6,LED-backlit IPS LCD,DDR4,SSDSATA,Dos,Nvidia,GTX 960M GDDR5,4.0,meghdad
1981,lenovo,ideapad-520,,2.2,INTEL,Core i7,8550U,8.0,8.0,15.6,IPS LED-backlit LCD,DDR4,SSDSATA,Dos,Nvidia,mx150,2.0,meghdad
1982,lenovo,thinkpad-e570,,2.3,INTEL,Core i7,7500U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR4,SATA,,Nvidia,GTX 950M DDR5,,meghdad
1983,lenovo,ideapad-320,,2.2,INTEL,Core i7,8550U,8.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,,2.0,meghdad
1984,lenovo,ideapad-520,,2.2,INTEL,Core i7,8550U,8.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SATA,Dos,Nvidia,mx150,2.0,meghdad
1985,lenovo,ideapad-320,,2.2,INTEL,Core i3,7100U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,Intel,HD Graphics 620,2.0,meghdad
1986,lenovo,ideapad-520,,2.2,INTEL,Core i7,8550U,8.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSDSATA,Dos,Nvidia,MX 150,2.0,meghdad
1987,lenovo,v310-4405u-4gb-500gb-intel,,2.1,INTEL,Pentium,Pentium-4405U,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 510,4.0,meghdad
1988,lenovo,ideapad-320,,2.2,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,Nvidia,GTX 920MX,2.0,meghdad
1989,lenovo,legion-y7000,,2.4,INTEL,Core i7,8750H,9.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,,Nvidia,GTX 1060,3.0,meghdad
1990,lenovo,ideapad-330,,2.2,INTEL,Core i5,8250U,6.0,4.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,AMD,R5 M530 GDDR5,2.0,meghdad
1991,lenovo,y530,,2.3,INTEL,Core i5,8300H,8.0,8.0,15.6,IPS LCD,DDR4,SSDHDD,,Nvidia,GTX 1050 TI DDR5,3.0,meghdad
1992,lenovo,v110,,2.2,INTEL,Core i3,6100U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,HDD,Dos,Intel,HD Graphics,4.0,meghdad
1993,lenovo,ideapad-v130,,1.7,INTEL,Core i5,7200U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,AMD,R5 M530 GDDR5,2.0,meghdad
1994,lenovo,y520,,2.4,INTEL,Core i7,7700HQ,6.0,16.0,15.6,IPS LCD,DDR4,SSDHDD,,Nvidia,GTX 1050 WITH MAX-Q DESIGN DDR5,,meghdad
1995,lenovo,ideapad-520,,2.2,INTEL,Core i7,8550U,8.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,MX 150,2.0,meghdad
1996,lenovo,ideapad-330-a6-9225-4gb-1tb-2gb-hd,,2.2,AMD,,A6-9225,1.0,4.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,AMD,M535,2.0,meghdad
1997,lenovo,y530,,2.3,INTEL,Core i7,8750H,9.0,16.0,15.6,IPS LCD,DDR4,SSDHDD,,Nvidia,GTX 1050 TI DDR5,3.0,meghdad
1998,lenovo,ideapad-330,,2.2,INTEL,Core i7,8550U,8.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,AMD,R5 M530,2.0,meghdad
1999,lenovo,ideapad-l340,,2.2,INTEL,Core i3,8145U,2.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,MX110,3.0,meghdad
2000,lenovo,ideapad-s145,,1.85,INTEL,Core i3,8145U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX110,2.0,meghdad
2001,lenovo,legion-y7000,,2.4,INTEL,Core i7,8750H,9.0,8.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,,Nvidia,GTX 1060,3.0,meghdad
2002,lenovo,ideapad-530s,,1.95,INTEL,Core i5,8250U,6.0,8.0,15.6,LED-backlit IPS LCD,DDR4,SSD,,Nvidia,MX150,2.0,meghdad
2003,lenovo,ideapad-130s,,1.45,INTEL,Core i7,8550U,8.0,8.0,14.0,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX110,2.0,meghdad
2004,lenovo,ideapad-330s,,1.9,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,AMD,R5 540,,meghdad
2005,lenovo,ideapad-330,,2.2,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX150,2.0,meghdad
2006,lenovo,ideapad-330s,,1.9,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX150,,meghdad
2007,dell,inspiron-3521,,2.25,INTEL,Core i3,3217U,3.0,2.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,4000 HD Graphics,6.0,meghdad
2008,dell,inspiron-15-3542,,2.16,INTEL,Core i3,4005U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2009,dell,inspiron-15-3542,,2.16,INTEL,Core i5,4210U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,820M,4.0,meghdad
2010,apple,macbookair,,1.35,INTEL,Core i5,5th Generation-Broadwell,3.0,4.0,13.0,TFT LED-Backlit LCD,DDR3,SSD,Mac OS,Intel,HD Graphics 6000,6.0,meghdad
2011,apple,macbookpro,,2.02,INTEL,Core i7,,6.0,8.0,15.4,LED-Backlit Retina,DDR3L,SSD,Mac OS,Nvidia,GT 650M GDDR5,6.0,meghdad
2012,apple,macbookair,,1.08,INTEL,Core i5,5th Generation-Broadwell,3.0,4.0,11.0,TFT LED-Backlit LCD,DDR3,SSD,Mac OS,Intel,HD Graphics 6000,6.0,meghdad
2013,apple,macbook-pro-retina-mgx92,,1.57,INTEL,Core i5,,3.0,8.0,13.3,Retina LED-Backlit Display with IPS Technology,DDR3,SSD,Mac OS,Intel,Iris Pro Graphics,6.0,meghdad
2014,apple,macbook-mmgl2-2016-12-inch-with-retina-display,,0.92,INTEL,Core-M3,6th Generation - Skylake,4.0,8.0,12.0,IPS LCD,DDR3,SSD,Mac OS,Intel,HD Graphics 515,,meghdad
2015,apple,macbook-pro-2016-mll42-13-inch-with-retina-display,,1.36,INTEL,Core i5,,,8.0,13.3,IPS LCD,DDR3,SSD,Mac OS,Intel,Iris Graphics 540,,meghdad
2016,apple,macbook-air-2015-mmgf2-13-inch,,1.35,INTEL,Core i5,5th Generation-Broadwell,3.0,8.0,13.0,TFT LED-backlit LCD,DDR3,SSD,Mac OS,Intel,HD Graphics 6000,6.0,meghdad
2017,apple,macbook-mk4m2-12-inch-with-retina-display,,0.92,INTEL,Core-M,5th Generation-Broadwell,4.0,8.0,12.0,IPS LCD,DDR3,SSD,Mac OS,Intel,HD Graphics 5300,,meghdad
2018,dell,vostro-5468,,1.59,INTEL,Core i7,7500U,4.0,8.0,14.0,TFT LED-backlit LCD,DDR4,SATA,,Nvidia,940MX,3.0,meghdad
2019,dell,latitude-3450,,1.9,INTEL,Core i7,5500U,4.0,8.0,14.0,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,830M,4.0,meghdad
2020,dell,inspiron-15-3552-n3060-4gb-500gb-intel,,2.14,INTEL,Celeron,Celeron-N3060,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2021,dell,inspiron-15-7559,,2.57,INTEL,Core i7,6700HQ,6.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SATA,,Nvidia,GTX 960,6.0,meghdad
2022,dell,inspiron-15-5567,,2.35,INTEL,Core i7,7500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M445,3.0,meghdad
2023,dell,inspiron-15-5567,,2.35,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M445,3.0,meghdad
2024,dell,inspiron-11-3148,,1.41,INTEL,Core i3,4030U,3.0,4.0,11.6,LED-backlit IPS LCD,DDR3,SATA,Windows 10,Intel,HD Graphics 4400,3.0,meghdad
2025,dell,inspiron-15-5559,,2.48,INTEL,Core i7,6500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M335,4.0,meghdad
2026,dell,inspiron-11-3162-n3050-2gb-32gb-intel,,1.18,INTEL,Celeron,Celeron-N3050,2.0,2.0,11.6,TFT LED-backlit LCD,DDR3,eMMC,Dos,Intel,HD Graphics,2.0,meghdad
2027,dell,latitude-e6540,,2.56,INTEL,Core i7,4610M,4.0,8.0,15.6,LED backlight,DDR3,SSD,Dos,AMD,HD 8790M,9.0,meghdad
2028,dell,xps-13-0850,,1.22,INTEL,Core i7,6500U,4.0,16.0,13.0,IPS LCD,DDR3,SSD,,Intel,HD Graphics 5200,4.0,meghdad
2029,dell,inspiron-15-5558gl,,2.1,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 920M,4.0,meghdad
2030,dell,inspiron-15-5559,,2.48,INTEL,Core i7,6500U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M335,4.0,meghdad
2031,dell,inspiron-15-5559,,2.48,INTEL,Core i7,6500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M335,4.0,meghdad
2032,dell,inspiron-14-5459,,1.92,INTEL,Core i5,6200U,3.0,8.0,14.0,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M335,4.0,meghdad
2033,dell,vostro-14-5459,,1.53,INTEL,Core i5,6200U,3.0,4.0,14.0,IPS LCD,DDR3,SATA,Dos,Nvidia,930M,3.0,meghdad
2034,apple,macbook-air-2020-mwtl2-13-inch,,1.29,INTEL,Core i3,,4.0,8.0,13.3,LED-backlit display with IPS technology,,SSD,Mac OS,Intel,Intel Iris Plus Graphics,,meghdad
2035,apple,macbook-pro-muhr2-2019,,1.37,INTEL,Core i5,,,8.0,13.3,IPS LCD,,SSD,Mac OS,AMD,Intel Iris Plus Graphics 645,,meghdad
2036,apple,macbook-air-2019-mvfn2-13-3-inch-with-retina-display,,1.25,INTEL,Core i5,,,8.0,13.3,IPS,,SSD,Mac OS,Intel,UHD Graphics 617,,meghdad
2037,apple,macbook-air-2018-mrea2-13-3-inch-with-retina-display,,1.25,INTEL,Core i5,,,8.0,13.3,IPS,DDR3,SSD,Mac OS,Intel,UHD Graphics 617,,meghdad
2038,apple,macbook-pro-2017-mpxw2-13-inch,,1.37,INTEL,Core i5,,,8.0,13.3,IPS LCD,DDR3,SSD,Mac OS,Intel,Iris Plus Graphics 650,,meghdad
2039,apple,macbook-pro-2017-mptu2-15-4-inch-with-touch-bar-and-retina-display,,1.82,INTEL,Core i7,,,16.0,15.4,IPS LCD,DDR3,SSD,Mac OS,AMD,Pro 555,,meghdad
2040,apple,macbook-pro-2017-mpxx2-13-inch-with-touch-bar-and-retina-display,,1.3,INTEL,Core i5,,,8.0,13.3,IPS LCD,DDR3,SSD,Mac OS,Intel,Iris Plus Graphics 650,,meghdad
2041,apple,macbook-mnym2-2017-12-inch,,0.92,INTEL,Core-M3,,4.0,8.0,12.0,IPS LCD,DDR3,SSD,Mac OS,Intel,Intel HD Graphics 615,,meghdad
2042,apple,macbook-pro-mxk62-2020,,1.4,INTEL,Core i5,,,8.0,13.3,LED-backlit display with IPS technology,,SSD,Mac OS,Intel,Intel Iris Plus Graphics 645,,meghdad
2043,dell,inspiron-15-5577,,2.57,INTEL,Core i7,7700HQ,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SSDSATA,,Nvidia,GTX 1050 GDDR5,6.0,meghdad
2044,dell,inspiron-15-5570,,2.1,INTEL,Core i5,8250U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,530GDDR5,3.0,meghdad
2045,dell,xps-15-9560,,2.07,INTEL,Core i7,7700HQ,6.0,16.0,15.6,LED-backlit IPS LCD,DDR4,SSD,,Nvidia,GTX 1050,,meghdad
2046,dell,inspiron-11-3168-n3060-2gb-32gb-intel-touch,,1.36,INTEL,Celeron,Celeron-N3060,2.0,2.0,11.6,IPS LCD,DDR3,SSD,Dos,Intel,HD Graphics 400,2.0,meghdad
2047,dell,inspiron-15-5567,,2.35,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M445,3.0,meghdad
2048,dell,inspiron-15-5570,,2.1,INTEL,Core i7,8550U,8.0,16.0,15.6,TFT LED-backlit LCD,DDR4,SSDSATA,Dos,AMD,AMD Radeon 530 Graphics,3.0,meghdad
2049,dell,inspiron-3573-n4000-4gb-500gb-intel,,2.1,INTEL,Celeron,Celeron-N4000,4.0,4.0,15.6,TFT LED-backlit LCD,DDR4,HDD,,Intel,UHD Graphics 600,4.0,meghdad
2050,dell,inspiron-13-7373,,1.4,INTEL,Core i7,8550U,8.0,16.0,13.3,IPS LCD,DDR4,SSD,,Intel,UHD Graphics 620,,meghdad
2051,dell,inspiron-5584-a,,1.95,INTEL,Core i7,8565U,8.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
2052,dell,inspiron-5584,,1.95,INTEL,Core i7,8565U,8.0,16.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
2053,dell,inspiron-5584,,1.95,INTEL,Core i7,8565U,8.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
2054,dell,inspiron-5584,,1.95,INTEL,Core i7,8565U,8.0,16.0,15.6,TFT LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
2055,dell,inspiron-3580,,1.9,INTEL,Core i5,8265U,6.0,4.0,15.6,IPS LED-backlit LCD,DDR4,HDD,Dos,AMD,Radeon 520,4.0,meghdad
2056,dell,inspiron-14-3467,,1.5,INTEL,Core i3,6006U,3.0,4.0,14.0,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R5 M430,3.0,meghdad
2057,dell,chromebook-3189-education-n3060-4gb-16gb-intel-touch,,1.43,INTEL,Celeron,Celeron-N3060,2.0,4.0,11.6,IPS,,,,Intel,HD Graphics 400,3.0,meghdad
2058,dell,xps-15-9570,,1.8,INTEL,Core i7,8750H,9.0,16.0,15.6,LED-backlit IPS LCD,DDR4,SSD,,Nvidia,GTX 1050 Ti GDDR5 ,6.0,meghdad
2059,dell,vostro-15-3590,,1.99,INTEL,Core i5,10210U,,8.0,15.6,Anti-Glare LED-Backlit Non-touch Display,DDR4,HDD,,AMD,R610 R5,3.0,meghdad
2060,dell,g3-15-3579-z,,2.53,INTEL,Core i7,8750H,9.0,16.0,15.6,LED-Backlit IPS Display,DDR4,SSDSATA???????? ??????,,Nvidia,GTX 1050 Ti,4.0,meghdad
2061,dell,latitude-5500,,1.8,INTEL,Core i7,8665U,,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,,AMD,540X,4.0,meghdad
2062,dell,inspiron-5583,,1.95,INTEL,Core i7,8565U,8.0,16.0,15.6,TFT LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
2063,dell,inspiron-3581,,2.17,INTEL,Core i3,7020U,3.0,4.0,15.6,Anti-Glare LED-Backlit,DDR4,HDD,Dos,Intel,HD graphics 620,,meghdad
2064,dell,inspiron-5480,,1.5,INTEL,Core i5,8265U,6.0,8.0,14.0,LED-Backlit TFT Display,DDR4,SSD,,Nvidia,Nvidia MX250,3.0,meghdad
2065,dell,inspiron-3580,,1.9,INTEL,Core i5,8265U,6.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,AMD,Radeon 520,3.0,meghdad
2066,dell,inspiron-5593-a,,1.8,INTEL,Core i7,1065 G7,8.0,16.0,15.6,IPS LED-backlit LCD,DDR4,SSD???????? ??????,Dos,Nvidia,Nvidia GeForce MX230,3.0,meghdad
2067,dell,inspiron-3493-b,,1.66,INTEL,Core i5,1035 G1,6.0,8.0,14.0,TFT LED-backlit LCD,DDR4,SSDSATA,Windows 10,Intel,Intel  Iris Plus,3.0,meghdad
2068,dell,inspiron-5583,,1.95,INTEL,Core i7,8565U,8.0,8.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,MX130 GDDR5,3.0,meghdad
2069,dell,inspiron-3582-dl-n4000-4gb-1tb-intel,,2.0,INTEL,Celeron,Celeron-N4000,4.0,4.0,15.6,TFT LED-backlit LCD,DDR4,HDD,,Intel,Intel UHD Graphics 600 ???? ???? ?????,4.0,meghdad
2070,dell,inspiron-3593-f,,2.1,INTEL,Core i5,1035 G1,6.0,4.0,15.6,TFT LED-backlit LCD,DDR4,HDD,Dos,Nvidia,GeForce MX 230,3.0,meghdad
2071,dell,inspiron-3581,,2.17,INTEL,Core i3,7020U,3.0,8.0,15.6,Anti-Glare LED-Backlit,DDR4,SSDHDD,Dos,Intel,HD graphics 620,,meghdad
2072,dell,inspiron-5593-f,,1.8,INTEL,Core i7,1065 G7,8.0,32.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,Dos,Nvidia,Nvidia GeForce MX230,3.0,meghdad
2073,hp,pavilion-15-p248ne,,2.27,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2074,hp,pavilion-15-r263ne,,2.23,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,820M,4.0,meghdad
2075,hp,pavilion-15-r114ne-n3520-4gb-500gb,,2.51,INTEL,Pentium,Pentium-N3520,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2076,hp,probook-250-g3-n2830-2gb-500gb,,2.19,INTEL,Celeron,Celeron-N2830,1.0,2.0,15.6,TFT LED-backlit LCD,DDR3,SATA,,Intel,Intel HD Graphic,3.0,meghdad
2077,hp,pavilion-15-p207ne-i5-6gb-1tb,,2.27,INTEL,Core i5,5200U,3.0,6.0,15.6,diagonal HD BrightView WLED-backlit,DDR3,SATA,Dos,Nvidia,Geforce GT 840M,4.0,meghdad
2078,hp,pavilion-15-p148ne,,2.27,INTEL,Core i3,4030U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 830M,4.0,meghdad
2079,dell,g5-g5590,,2.4,INTEL,Core i7,9750H,12.0,32.0,15.6,IPS LED-backlit LCD,DDR4,SSDHDD,,Nvidia,GeForce GTX 1650,4.0,meghdad
2080,hp,pavilion-15-r104ne-n2840-2gb-500gb,,2.5,INTEL,Celeron,Celeron-N2840,1.0,2.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2081,hp,pavilion-15-p100ne,,2.2,INTEL,Core i3,4030U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2082,hp,pavilion-15-r118ne,,2.5,INTEL,Core i3,4005U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,GT 820M,4.0,meghdad
2083,hp,pavilion-14-r208ne-i5-6gb-1tb,,1.96,INTEL,Core i5,5200U,3.0,6.0,14.0,LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 820M,4.0,meghdad
2084,hp,pavilion-15-r139ne,,2.5,INTEL,Core i5,4210U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GeForce 820M,4.0,meghdad
2085,hp,probook-350-g1,,2.3,INTEL,Core i7,4500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD, HD 8600M,4.0,meghdad
2086,hp,pavilion-15-p103,,2.27,INTEL,Core i3,4030U,3.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 4400,4.0,meghdad
2087,hp,envy-15-k009ne,,2.34,INTEL,Core i7,4510U,4.0,16.0,15.6,HD BrightView LED-backlit,DDR3,SSDSATA,Dos,Nvidia,GTX 850M ,4.0,meghdad
2088,hp,pavilion-15-p038,,2.3,INTEL,Core i7,4510U,4.0,6.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2089,hp,pavilion-15-p112ne,,2.27,INTEL,Core i7,4510U,4.0,6.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,840M,4.0,meghdad
2090,hp,pavilion-15-p108ne,,2.5,INTEL,Core i5,,3.0,6.0,15.6,LED Bright TFT LED-Backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2091,hp,pavilion-15-p111ne,,2.5,INTEL,Core i5,,3.0,6.0,15.6,LED Bright,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2092,hp,pavilion-15-p115ne,,2.27,INTEL,Core i7,4510U,4.0,6.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,840M,4.0,meghdad
2093,hp,envy-15-k010ne,,2.34,INTEL,Core i5,4210U,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 820M,4.0,meghdad
2094,hp,pavilion15-g023ne-e1-2100-4gb-500gb,,2.23,AMD,,E1-2100,1.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,HD 5210,4.0,meghdad
2095,hp,pavilion15-g027ne-e1-2100-2gb,,2.23,AMD,,E1-2100,1.0,2.0,15.6,HD BrightView WLED-backlit,DDR3L,SATA,Dos,AMD,HD 8210,4.0,meghdad
2096,hp,pavilion-13-x360-a004ne,,1.95,INTEL,Core i3,4030U,3.0,4.0,13.3,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 4400,3.0,meghdad
2097,hp,pavilion-15-r115ne-n2840-2gb-500gb,,2.5,INTEL,Celeron,Celeron-N2840,1.0,2.0,15.6,LED Backlit HD ,DDR3,SATA,Dos,Intel,HD Graphics,4.0,meghdad
2098,hp,probook-450-i7-8gb-1tb,,2.06,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Intel,HD Graphics 5000,4.0,meghdad
2099,hp,envy-15-k212ne,,2.34,INTEL,Core i7,5500U,4.0,16.0,15.6,TFT LED-backlit LCD,DDR3,SSDSATA,Dos,Nvidia,GT 850M,4.0,meghdad
2100,dell,vostro-14-3481-b,,1.79,INTEL,Core i3,7020U,3.0,4.0,14.0,TFT LED-backlit LCD,DDR4,HDD,,Intel,HD Graphics 620,3.0,meghdad
2101,hp,pavilion-15-p219nia,,2.4,INTEL,Core i7,5500U,4.0,8.0,15.6,HD BrightView LED-backlit,DDR3L,SATA,Dos,Nvidia,840M,4.0,meghdad
2102,hp,pavilion-15-p270ne-i7-8gb-1tb-4gb-full,,2.27,INTEL,Core i7,5500U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT 840M,4.0,meghdad
2103,hp,15-af157na-a8-7410-8gb-2tb-1gb,,2.19,AMD,,A8-7410,2.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5,4.0,meghdad
2104,hp,pavilion-15-r135ne,,2.5,INTEL,Core i7,4510U,4.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GeForce 820M,5.0,meghdad
2105,hp,envy-15-ae104ne,,2.38,INTEL,Core i7,6500U,4.0,16.0,15.6,IPS LCD,DDR3,SATA,Dos,Nvidia,GTX 950M,3.0,meghdad
2106,hp,pavilion-15-af165sa-a8-7410-8gb-1tb-1gb,,2.19,AMD,,A8-7410,2.0,8.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5,4.0,meghdad
2107,hp,probook-450-g4,,2.04,INTEL,Core i5,7200U,3.0,8.0,15.6,TFT LED-backlit LCD,DDR4,SATA,Dos,AMD,R7 M440,3.0,meghdad
2108,hp,14-am022ne,,1.94,INTEL,Core i3,5005U,3.0,6.0,14.0,IPS LCD,DDR3,SATA,Dos,AMD,R5 M430,4.0,meghdad
2109,hp,15-ay062ne-n3710-4gb-1tb-2gb,,2.04,INTEL,Pentium,Pentium-N3710,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,AMD,R5 M430,4.0,meghdad
2110,hp,pavilion-15-p206ne-n3540-4gb-500gb,,2.27,INTEL,Pentium,Pentium-N3540,2.0,4.0,15.6,TFT LED-backlit LCD,DDR3,SATA,Dos,Nvidia,GT830M,4.0,meghdad
2111,hp,envy-15-k008ne,,2.34,INTEL,Core i7,4510U,4.0,8.0,15.6,Diagonal HD Backlit LED Display,DDR3,SATA,Dos,Nvidia,GT 850M,4.0,meghdad
2112,hp,pavilion-15-r044,,2.5,INTEL,Core i3,4030U,3.0,4.0,15.6,TFT LED-backlit,DDR3,SATA,Dos,Nvidia,820M,4.0,meghdad
2113,hp,pavilion-15-r003,,2.5,INTEL,Core i3,4005U,3.0,4.0,15.6,HD BrightView LED-backlit,DDR3,SATA,Dos,Nvidia,820M,4.0,meghdad
